tool.by;name;"cost for user";"cost 2 ";manufacturer;f8;f3;rating;f5;f7;f9;f10;enabled;url;title;description;keywords;anons
22224;"Ударный гайковерт KRESS 180 AFT-W 3,0 18 V";630.9;;5855;;;;;;;;;180aft-w3,0;"Ударный гайковерт KRESS 180 AFT-W 3,0 18 V Купить в Минске!";"Ударный гайковерт KRESS 180 AFT-W 3,0 18 V Купить в Минске!";"Ударный гайковерт KRESS 180 AFT-W 3,0 18 V Купить в Минске!";"18 В, Li-Ion 3 А/ч, 230 Нм, 0-3200 уд/мин, 0-2400 об/мин, реверс, подсветка, кейс
"
22226;"Дрель-шуруповерт KRESS 180 AFB 3,0 18 вольт";612.4;;5855;;;;;;;;;180afb3,0;"Дрель-шуруповерт KRESS 180 AFB 3,0 18 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 180 AFB 3,0 18 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 180 AFB 3,0 18 вольт Купить в Минске!";"18 В, Li-Ion 3 А*ч, 60 Нм, 2 скорости: 0-360/0-1500 об/мин, патрон - быстрозажимной 13 мм, реверс, подсветка, кейс
"
22227;"Дрель-шуруповерт KRESS 144 AFB 1,5 SET II 14,4 вольт";395.5;;5855;;;;;;;;;144afb1,5setII;"Дрель-шуруповерт KRESS 144 AFB 1,5 SET II 14,4 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 144 AFB 1,5 SET II 14,4 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 144 AFB 1,5 SET II 14,4 вольт Купить в Минске!";"14,4 В, Li-Ion 1,5 А*ч, 55 Нм, 2 скорости: 0-360/0-1500 об/мин, патрон - быстрозажимной 13 мм, реверс, подсветка, кейс
"
22229;"Дрель-шуруповерт KRESS 144 AFB 3,0 SET II 14,4 вольт";583.3;;5855;;;;;;;;;144afb3,0setII;"Дрель-шуруповерт KRESS 144 AFB 3,0 SET II 14,4 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 144 AFB 3,0 SET II 14,4 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 144 AFB 3,0 SET II 14,4 вольт Купить в Минске!";"14,4 В, Li-Ion 3 А*ч, 60 Нм, 2 скорости: 0-360/0-1500 об/мин, патрон - быстрозажимной 13 мм, реверс, подсветка, кейс
"
22230;"Дрель-шуруповерт KRESS 144 AS SET 14,4";153.4;;5855;;;;;;;;;144as-set;"Дрель-шуруповерт KRESS 144 AS SET 14,4 Купить в Минске!";"Дрель-шуруповерт KRESS 144 AS SET 14,4 Купить в Минске!";"Дрель-шуруповерт KRESS 144 AS SET 14,4 Купить в Минске!";"14,4 В, NiCd 1,7 А*ч, 29 Нм, 2 скорости: 0-400/0-1100 об/мин, патрон - быстрозажимной 10 мм, реверс, кейс
"
22231;"Дрель-шуруповерт KRESS 122 AS SET 12 вольт";141.5;;5855;;;;;;;;;122as-set;"Дрель-шуруповерт KRESS 122 AS SET 12 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 122 AS SET 12 вольт Купить в Минске!";"Дрель-шуруповерт KRESS 122 AS SET 12 вольт Купить в Минске!";"12 В, NiCd 1,7 А*ч, 29 Нм, 2 скорости: 0-400/0-1100 об/мин, патрон - быстрозажимной 10 мм, реверс, подсветка, кейс
"
22232;"Дрель-шуруповерт KRESS 108 AS-2 SET L";273.7;;5855;;;;;;;;;108as-2set;"Дрель-шуруповерт KRESS 108 AS-2 SET L Купить в Минске!";"Дрель-шуруповерт KRESS 108 AS-2 SET L Купить в Минске!";"Дрель-шуруповерт KRESS 108 AS-2 SET L Купить в Минске!";"10,8 В, Li-Ion 1,3 А*ч, 28 Нм, 2 скорости: 0-450/0-13500 об/мин, патрон - быстрозажимной 10 мм, реверс, фонарик, кейс
"
22233;"Угловая шлифовальная машина KRESS 2200 WS/1 230 (болгарка)";220.9;;5855;;;;;;;;;2200ws1-230;"Угловая шлифовальная машина Kress 2200 WS/1 230 Купить в Минске!";"Угловая шлифовальная машина Kress 2200 WS/1 230 Купить в Минске!";"Угловая шлифовальная машина Kress 2200 WS/1 230 Купить в Минске!";"2200 Вт, диск 230х22,2 мм, 6500 об/мин
"
22234;"Угловая шлифовальная машина KRESS 1400 WSXE/1 125 (болгарка)";238.1;;5855;;;;;;;;;1400wsxe1-125;"Угловая шлифовальная машина KRESS 1400 WSXE/1 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 1400 WSXE/1 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 1400 WSXE/1 125 (болгарка) Купить в Минске!";"1400 Вт, диск 125х22,2 мм, 3000-10000 об/мин, чемодан
"
22235;"Угловая шлифовальная машина KRESS 1100 WSX 125 (болгарка)";191.8;;5855;;;;;;;;;1100wsx125;"Угловая шлифовальная машина KRESS 1100 WSX 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 1100 WSX 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 1100 WSX 125 (болгарка) Купить в Минске!";"1100 Вт, диск 125х22,2 мм, 11000 об/мин, чемодан
"
22236;"Угловая шлифовальная машина KRESS 1000 WSX 125 (болгарка)";141.5;;5855;;;;;;;;;1000wsx125;"Угловая шлифовальная машина KRESS 1000 WSX 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 1000 WSX 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 1000 WSX 125 (болгарка) Купить в Минске!";"1000 Вт, диск 125х22,2 мм, 11000 об/мин, чемодан
"
22237;"Угловая шлифовальная машина KRESS 750 WS 125 (болгарка)";88.6;;5855;;;;;;;;;750ws125;"Угловая шлифовальная машина KRESS 750 WS 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 750 WS 125 (болгарка) Купить в Минске!";"Угловая шлифовальная машина KRESS 750 WS 125 (болгарка) Купить в Минске!";"750 Вт, диск 125х22,2 мм, 10500 об/мин
"
22238;"Штроборез KRESS 1400 MSF";886.2;;5855;;;;;;;;;1400msf;"Штроборез KRESS 1400 MSF Купить в Минске!";"Штроборез KRESS 1400 MSF Купить в Минске!";"Штроборез KRESS 1400 MSF Купить в Минске!";"1400 Вт, 7500 об/мин, 2 диска, глубина реза - 0-35 мм, ширина паза - 30 мм, диск - 140 мм
"
22239;"Ручная цепно-циркулярная пила KRESS 1400 DS Duo-Sage";432;467;5855;;;;;;;;;1400dsduo;"Пила KRESS 1400 DS Duo-Sage Купить в Минске!";"Пила KRESS 1400 DS Duo-Sage Купить в Минске!";"Пила KRESS 1400 DS Duo-Sage Купить в Минске!";"1400 Вт, пропил - 66 мм, диск - 190х20 мм, 4700 об/мин
"
22240;"Циркулярная пила KRESS 1400 HKS";273.8;;5855;;;;;;;;;1400hks;"Циркулярная пила KRESS 1400 HKS Купить в Минске!";"Циркулярная пила KRESS 1400 HKS Купить в Минске!";"Циркулярная пила KRESS 1400 HKS Купить в Минске!";"1400 Вт, пропил - 66 мм, диск - 190х20 мм, 4700 об/мин
"
22241;"Пылесос влажной и сухой очистки Kress NTX 1200 EA";284;;5855;;;;;;;;;ntx1200ea;"Пылесос влажной и сухой очистки Kress NTX 1200 EA Купить в Минске!";"Пылесос влажной и сухой очистки Kress NTX 1200 EA Купить в Минске!";"Пылесос влажной и сухой очистки Kress NTX 1200 EA Купить в Минске!";"1200 Вт, 58 л/с, объем бака - 30л, сухая+влажная уборка, функция выдувания
"
22242;"Сабельная пила KRESS 1200 SPE";379.6;;5855;;;;;;;;;1200spe;"Сабельная пила KRESS 1200 SPE Купить в Минске!";"Сабельная пила KRESS 1200 SPE Купить в Минске!";"Сабельная пила KRESS 1200 SPE Купить в Минске!";"1200 Вт, глубина распила: дерево - 300мм, металл - 130мм, 0-2600 ход/мин, величина хода 28 мм
"
22243;"Лобзик KRESS 650 SPS";239.4;;5855;;;;;;;;;650sps;"Лобзик KRESS 650 SPS Купить в Минске!";"Лобзик KRESS 650 SPS Купить в Минске!";"Лобзик KRESS 650 SPS Купить в Минске!";"650 Вт, глубина пропила: дерево - 110мм, металл - 6мм, 500-3200 ход/мин, регулировка оборотов, кейс
"
22244;"Лобзик KRESS 500 ST E";162.7;;5855;;;;;;;;;500st-e;"Лобзик KRESS 500 ST E Купить в Минске!";"Лобзик KRESS 500 ST E Купить в Минске!";"Лобзик KRESS 500 ST E Купить в Минске!";"500 Вт, глубина пропила: дерево - 80мм, металл - 5мм, 600-3400 ход/мин, регулировка оборотов, кейс
"
22245;"Промышленный фен KRESS 1600 HLG E";107.1;;5855;;;;;;;;;1600hlg-e;"Промышленный фен KRESS 1600 HLG E Купить в Минске!";"Промышленный фен KRESS 1600 HLG E Купить в Минске!";"Промышленный фен KRESS 1600 HLG E Купить в Минске!";"1600 Вт, 80-600 градусов, 400 л/мин, плавная регулировка температуры
"
22347;"Набор бит KRESS 32 шт";31.5;;5855;;;;;;;;;biti-kress;"Набор бит KRESS 32 шт Купить в Минске!";"Набор бит KRESS 32 шт Купить в Минске!";"Набор бит KRESS 32 шт Купить в Минске!";"
"
22350;"Набор буров SDS-plus Kress";22.7;;5855;;;;;;;;;buri;"Набор буров SDS-plus Kress Купить в Минске!";"Набор буров SDS-plus Kress Купить в Минске!";"Набор буров SDS-plus Kress Купить в Минске!";"
"
22695;"Дрель для сухого алмазного сверления DeWALT D 21570";458;504;5811;;;;;;;;;D21570;"Дрель для сухого алмазного сверления DeWALT D21570 Купить в минске!";"Дрель для сухого алмазного сверления DeWALT D21570 Купить в минске!";"Дрель для сухого алмазного сверления DeWALT D21570 Купить в минске!";"для алмазного сверления, ключевой патрон 16 мм, 2 скорости, реверс, кейс в комплекте
"
22696;"Дрель ударная электрическая DeWALT DWD 024 KP";99;109;5811;;;;;;;;;DWD024;"Дрель ударная электрическая DeWALT DWD024 Купить в Минске! ";"Дрель ударная электрическая DeWALT DWD024 Купить в Минске! ";"Дрель ударная электрическая DeWALT DWD024 Купить в Минске! ";"650 Вт, ударная, 1 скорость, ключевой патрон 13 мм
"
22697;"Дрель электрическая DeWALT DW 221";209;230;5811;;;;;;;;;DW221;"Дрель электрическая DeWALT DW221 Купить в Минске!";"Дрель электрическая DeWALT DW221 Купить в Минске!";"Дрель электрическая DeWALT DW221 Купить в Минске!";"701 Вт, 1 скорость 0-2500 об/мин, быстрозажимной патрон 10 мм
"
22698;"Дрель электрическая DeWALT DW 236 i";255;279;5811;;;;;;;;;DW236i;"Дрель электрическая DeWALT DW236 Купить dw236 makita, bosch, Dewalt, калибр 029 130-53-10 в Минске!";"Дрель электрическая DeWALT DW236 Купить dw236 makita, bosch, Dewalt, калибр 029 130-53-10 в Минске!";"Дрель электрическая DeWALT DW236 Купить dw236 makita, bosch, Dewalt, калибр 029 130-53-10 в Минске!";"701 Вт, 1 скорость 0-850 об/мин, быстрозажимной патрон 13 мм
"
22699;"Дрель электрическая DeWALT DWD 014 S";101;111;5811;;;;;;;;;DWD014S;"Дрель электрическая DeWALT DWD014S Купить в Минске!";"Дрель электрическая DeWALT DWD014S Купить в Минске!";"Дрель электрическая DeWALT DWD014S Купить в Минске!";"550 Вт, 1 скорость 0-2800 об/мин, быстрозажимной патрон 10 мм
"
22700;"Дрель электрическая DeWALT DWD 115 S";121;132;5811;;;;;;;;;DWD115S;"Дрель электрическая DeWALT DWD115S Купить в Минске!";"Дрель электрическая DeWALT DWD115S Купить в Минске!";"Дрель электрическая DeWALT DWD115S Купить в Минске!";"701 Вт, 1 скорость 0-2500 об/мин, быстрозажимной патрон 10 мм
"
22701;"Ленточная шлифовальная машина с электронным управлением DeWALT DW433";360;392;5811;;;;;;;;;DW433;"Ленточная шлифовальная машина с электронным управлением DeWALT DW433 Купить в Минске!";"Ленточная шлифовальная машина с электронным управлением DeWALT DW433 Купить в Минске!";"Ленточная шлифовальная машина с электронным управлением DeWALT DW433 Купить в Минске!";"800 Вт, 75х140 мм, 259-427 м/мин
"
22702;"Ленточная шлифовальная машина с электронным управлением DeWALT DW650E";700;770;5811;;;;;;;;;DW650E;"Ленточная шлифовальная машина с электронным управлением DeWALT DW650E Купить в Минске!";"Ленточная шлифовальная машина с электронным управлением DeWALT DW650E Купить в Минске!";"Ленточная шлифовальная машина с электронным управлением DeWALT DW650E Купить в Минске!";"Регулировка скорости вращения
"
22703;"Лобзик электрический DeWALT DW 341";182;200;5811;;;;;;;;;DW341;"Лобзик электрический DeWALT DW341 Купить в Минске!";"Лобзик электрический DeWALT DW341 Купить в Минске!";"Лобзик электрический DeWALT DW341 Купить в Минске!";"550 Вт, 0-3100 ход/мин, пропил дерева - 85 мм
"
22704;"Лобзик электрический DeWALT DW 343";249;275;5811;;;;;;;;;"DW343 ";"Лобзик электрический DeWALT DW343 Купить в Минске!";"Лобзик электрический DeWALT DW343 Купить в Минске!";"Лобзик электрический DeWALT DW343 Купить в Минске!";"550 Вт, 650-3100 ход/мин, пропил дерева - 85 мм
"
22705;"Машина шлифовальная угловая (болгарка) DeWALT D 28130";106;117;5811;;;;;;;;;D28130;"Машина шлифовальная угловая (болгарка) DeWALT D28130 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28130 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28130 Купить в Минске!";"Система пылеудаления
"
22706;"Машина шлифовальная угловая (болгарка) DeWALT D 28134";114;125;5811;;;;;;;;;D28134;"Машина шлифовальная угловая (болгарка) DeWALT D28134 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28134 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28134 Купить в Минске!";"Очень удобная и простая в использовании
"
22707;"Машина шлифовальная угловая (болгарка) DeWALT D 28136 KD";174;193;5811;;;;;;;;;D28136;"Машина шлифовальная угловая (болгарка) DeWALT D28136 Купить в Минске 029 130-53-10!";"Машина шлифовальная угловая (болгарка) DeWALT D28136 Купить в Минске 029 130-53-10!";"Машина шлифовальная угловая (болгарка) DeWALT D28136 Купить в Минске 029 130-53-10!";"Электронная регулировка оборотов
"
22708;"Машина шлифовальная угловая (болгарка) DeWALT D 28141";178;196;5811;;;;;;;;;D28141;"Машина шлифовальная угловая (болгарка) DeWALT D28141 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28141 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28141 Купить в Минске!";"Защитный кожух регулируется без использования дополнительных инструментов
"
22709;"Машина шлифовальная угловая (болгарка) DeWALT D 28432 C";297;327;5811;;;;;;;;;D28432C;"Машина шлифовальная угловая (болгарка) DeWALT D28432C Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28432C Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28432C Купить в Минске!";"Самый мощный двигатель в своем ряду
"
22710;"Машина шлифовальная угловая (болгарка) DeWALT D 28490";155;171;5811;;;;;;;;;D28490;"Машина шлифовальная угловая (болгарка) DeWALT D28490";"Машина шлифовальная угловая (болгарка) DeWALT D28490";"Машина шлифовальная угловая (болгарка) DeWALT D28490";"Оптимальный вариант для резки и зачистки твердых материалов
"
22711;"Машина шлифовальная угловая (болгарка) DeWALT D 28492";164;180;5811;;;;;;;;;D28492;"Машина шлифовальная угловая (болгарка) DeWALT D28492 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28492 Купить в Минске!";"Машина шлифовальная угловая (болгарка) DeWALT D28492 Купить в Минске!";"Двигатель надежно защищен от абразивной пыли
"
22712;"Отбойный молоток DeWALT D 25899 K";780;860;5811;;;;;;;;;D25899;"Отбойный молоток DeWALT D25899. Купить отбойный молоток makita, bosch, dewalt, kress, Калибр в Минске 029 130-53-10 ";"Отбойный молоток DeWALT D25899. Купить отбойный молоток makita, bosch, dewalt, kress, Калибр в Минске 029 130-53-10 ";"Отбойный молоток DeWALT D25899. Купить отбойный молоток makita, bosch, dewalt, kress, Калибр в Минске 029 130-53-10 ";"Пластиковый кейс в комплекте
"
22713;"Отрезная пила DeWALT D 28710 V";270;297;5811;;;;;;;;;D28710V;"Отрезная пила DeWALT D28710V Купить 029 130-53-10 отрезные пилы Makita, Bosch, DeWALT, Kress, Калибр в Минске!";"Отрезная пила DeWALT D28710V Купить 029 130-53-10 отрезные пилы Makita, Bosch, DeWALT, Kress, Калибр в Минске!";"Отрезная пила DeWALT D28710V Купить 029 130-53-10 отрезные пилы Makita, Bosch, DeWALT, Kress, Калибр в Минске!";"Регулировка глубины реза
"
22714;"Перфоратор DeWALT D 25123 K";223;240;5811;;;;;;;;;D25123k;"Перфоратор DeWALT D 25123 K Купить перфоратор 25123 makita, bosch, dewalt, kress 029 130-53-10  в Минске!";"Перфоратор DeWALT D 25123 K Купить перфоратор 25123 makita, bosch, dewalt, kress 029 130-53-10  в Минске!";"Перфоратор DeWALT D 25123 K Купить перфоратор 25123 makita, bosch, dewalt, kress 029 130-53-10  в Минске!";"800 Вт, 3 режима, 0-1150 об/мин, сверление: бетон - 26мм, кирпич - 65мм, кейс
"
22715;"Перфоратор DeWALT D 25124 K";274;301;5811;;;;;;;;;D25124k;"Перфоратор DeWALT D 25124 K Купить перфоратор 25124 makita, bosch, dewalt, kress 029 130-53-10  в Минске!";"Перфоратор DeWALT D 25124 K Купить перфоратор 25124 makita, bosch, dewalt, kress 029 130-53-10  в Минске!";"Перфоратор DeWALT D 25124 K Купить перфоратор 25124 makita, bosch, dewalt, kress 029 130-53-10  в Минске!";"800 Вт, 3 режима, 0-1150 об/мин, сверление: бетон - 26мм, кирпич - 65мм, электронный реверс, кейс 
"
22716;"Перфоратор комибнированный DeWALT D 25013 K";184;202;5811;;;;;;;;;D25013;"Перфоратор комибнированный DeWALT D25013 Купить в Минске!";"Перфоратор комибнированный DeWALT D25013 Купить в Минске!";"Перфоратор комибнированный DeWALT D25013 Купить в Минске!";"650 Вт, 0-1550 об/мин, сверление: бетон - 22мм, кирпич - 45мм, sds-plus, кейс
"
22717;"Перфоратор комибнированный DeWALT D 25602 K";780;834;5811;;;;;;;;;D25602;"Перфоратор комибнированный DeWALT D25602 K Купить makita 029 130-53-10, bosch, dewalt, kress, Калибр в Минске!";"Перфоратор комибнированный DeWALT D25602 K Купить makita 029 130-53-10, bosch, dewalt, kress, Калибр в Минске!";"Перфоратор комибнированный DeWALT D25602 K Купить makita 029 130-53-10, bosch, dewalt, kress, Калибр в Минске!";"1250 Вт, 210-415 об/мин, сверление: бетон - 45мм, sds-max, кейс
"
22719;"Пила дисковая DeWALT D 23620";161;172;5811;;;;;;;;;D23620;" Пила дисковая DeWALT D23620 Купить в МИнске!";"Пила дисковая DeWALT D23620 Купить в МИнске!";"Пила дисковая DeWALT D23620 Купить в МИнске!";"1150 Вт, пропил - 65 мм, диск - 184х16мм, 5000 об/мин
"
22720;"Пила дисковая DeWALT DW 366";192;211;5811;;;;;;;;;DW366;"Пила дисковая DeWALT DW366 Купить DW366 makita, bosch, Dewalt, Калибр 029 130-53-10 в Минске!";"Пила дисковая DeWALT DW366 Купить DW366 makita, bosch, Dewalt, Калибр 029 130-53-10 в Минске!";"Пила дисковая DeWALT DW366 Купить DW366 makita, bosch, Dewalt, Калибр 029 130-53-10 в Минске!";"1800 Вт, 5800 об/мин, пропил - 60мм, диск - 184х16мм
"
22721;"Промышленный фен DeWALT D26411";129;143;5811;;;;;;;;;D26411;"Пистолет горячего воздуха DeWALT D26411 Купить в Минске!";"Пистолет горячего воздуха DeWALT D26411 Купить в Минске!";"Пистолет горячего воздуха DeWALT D26411 Купить в Минске!";"Регулировка потока воздуха
"
22722;"Промышленный фен DeWALT D26414";168;185;5811;;;;;;;;;D26414;"Пистолет горячего воздуха DeWALT D26414 Купить в Минске!";"Пистолет горячего воздуха DeWALT D26414 Купить в Минске!";"Пистолет горячего воздуха DeWALT D26414 Купить в Минске!";"Память настроек температуры
"
22723;"Полировальная машина DeWALT DWP849X";304;335;5811;;;;;;;;;DWP849X;"Полировальная машина DeWALT DWP849X Купить в Минске!";"Полировальная машина DeWALT DWP849X Купить в Минске!";"Полировальная машина DeWALT DWP849X Купить в Минске!";"Электронная регулировка скорости вращения 
"
22724;"Прямошлифовальная машина DeWALT D28886";170;187;5811;;;;;;;;;D28886;"Прямошлифовальная машина DeWALT D28886 Купить в Минске!";"Прямошлифовальная машина DeWALT D28886 Купить в Минске!";"Прямошлифовальная машина DeWALT D28886 Купить в Минске!";"710 Вт, 27 000 об/мин, регулировка частоты вращения
"
22725;"Рубанок электрический DeWALT D 26500";269;297;5811;;;;;;;;;D26500;"Рубанок электрический DeWALT D26500 Купить в Минске!";"Рубанок электрический DeWALT D26500 Купить в Минске!";"Рубанок электрический DeWALT D26500 Купить в Минске!";"Кейс в комплекте
"
22726;"Рубанок электрический DeWALT DW 680";196;218;5811;;;;;;;;;DW680;"Рубанок электрический DeWALT DW680 Купить в Минске!";"Рубанок электрический DeWALT DW680 Купить в Минске!";"Рубанок электрический DeWALT DW680 Купить в Минске!";"Мощный двигатель
"
22727;"Торцовочная пила DeWALT DW 713 KS";495;530;5811;;;5;;;;;;DW713;"Торцовочная пила DeWALT DW713 Купить пилу makita, bosch, dewalt, kress, калибр 029 130-53-10 в Минске!";"Торцовочная пила DeWALT DW713 Купить пилу makita, bosch, dewalt, kress, калибр 029 130-53-10 в Минске!";"Торцовочная пила DeWALT DW713 Купить пилу makita, bosch, dewalt, kress, калибр 029 130-53-10 в Минске!";"11 пазов для установки углов торцевания
"
22728;"Торцовочная пила DeWALT DW777";601;662;5811;;;5;;;;;;DW777;"Торцовочная пила DeWALT DW777 Купить в Минске!";"Торцовочная пила DeWALT DW777 Купить в Минске!";"Торцовочная пила DeWALT DW777 Купить в Минске!";"Фиксированные углы пиления: 15°, 22.5°, 30° и 45°
"
22729;"Торцовочная пила DeWALT DWS 780";1240;1364;5811;;;5;;;;;;DWS780;"Торцовочная пила DeWALT DWS780 Купить в Минске!";"Торцовочная пила DeWALT DWS780 Купить в Минске!";"Торцовочная пила DeWALT DWS780 Купить в Минске!";"Наклон пильной головы на 49 градусов в обе стороны
"
22730;"Ударный гайковерт DeWALT DW292";445;495;5811;;;;;;;;;DW292;"Ударный гайковерт DeWALT DW292 Купить в Минске!";"Ударный гайковерт DeWALT DW292 Купить в Минске!";"Ударный гайковерт DeWALT DW292 Купить в Минске!";"710 Вт, 440 Нм, 2200 об/мин, макс. диаметр болта - 20мм
"
22731;"Фрезер электрический DeWALT D 26204 K";485;535;5811;;;;;;;;;D26204;"Фрезер электрический DeWALT D26204 Купить в Минске!";"Фрезер электрический DeWALT D26204 Купить в Минске!";"Фрезер электрический DeWALT D26204 Купить в Минске!";"900 Вт,  16 000 - 27 000 об/мин, цанга - 8мм, ход фрезы - 55мм
"
22732;"Фрезер электрический DeWALT DW 621";360;398;5811;;;;;;;;;DW621;"Фрезер электрический DeWALT DW621 Купить в Минске!";"Фрезер электрический DeWALT DW621 Купить в Минске!";"Фрезер электрический DeWALT DW621 Купить в Минске!";"1100 Вт, 8 000 - 24 000 об/мин, цанга - 8мм, ход фрезы - 55мм, плавный пуск
"
22733;"Аккумуляторная дрель-шуруповерт DeWALT DCD 780 M2";430;460;5811;;;;;;;;;DCD780;"Аккумуляторная дрель-шуруповерт DeWALT DCD780 Купить в Минске!";"Аккумуляторная дрель-шуруповерт DeWALT DCD780 Купить в Минске!";"Аккумуляторная дрель-шуруповерт DeWALT DCD780 Купить в Минске!";"14-позиционный регулятор крутящего момента
"
22734;"Эксцентриковая виброшлифмашина DeWALT D26410";274;301;5811;;;;;;;;;D26410;"Эксцентриковая виброшлифмашина DeWALT D26410 Купить в Минске!";"Эксцентриковая виброшлифмашина DeWALT D26410 Купить в Минске!";"Эксцентриковая виброшлифмашина DeWALT D26410 Купить в Минске!";"Автоматическая регулировка числа оборотов
"
22735;"Эксцентриковая виброшлифмашина DeWALT DW 443";298;328;5811;;;;;;;;;DW443;"Эксцентриковая виброшлифмашина DeWALT DW443 Купить в Минске!";"Эксцентриковая виброшлифмашина DeWALT DW443 Купить в Минске!";"Эксцентриковая виброшлифмашина DeWALT DW443 Купить в Минске!";"Регулировка скорости вращения ленты
"
22890;"Машина шлифовальная угловая Калибр Мастер МШУ-230/2200ПМ";95;105;5821;;;;;;;;;mshu230-2200pm;"Машина шлифовальная угловая Калибр Мастер МШУ-230/2200ПМ Купить в Минске!";"Машина шлифовальная угловая Калибр Мастер МШУ-230/2200ПМ Купить в Минске!";"Машина шлифовальная угловая Калибр Мастер МШУ-230/2200ПМ Купить в Минске!";"2200Вт, диск - 230мм, пылезащита
"
22891;"Электрический скобозабивной пистолет Энкор СТЭ-16/53Э";52;57;5814;;;;;;;;;ste16-53e;"Электрический скобозабивной пистолет Энкор  СТЭ-16/53Э Купить в Минске! ";"Электрический скобозабивной пистолет Энкор СТЭ-16/53Э Купить в Минске! ";"Электрический скобозабивной пистолет Энкор СТЭ-16/53Э Купить в Минске! ";"15 мм гвозди, 8-16мм скобы, регулировка силы удара
"
22892;"Штроборез Калибр Мастер ШТБЭ-1500/125м";155;171;5821;;;;;;;;;shtbe1500-125m;"Штроборез Калибр Мастер ШТБЭ-1500/125м Купить в Минске!";"Штроборез Калибр Мастер ШТБЭ-1500/125м Купить в Минске!";"Штроборез Калибр Мастер ШТБЭ-1500/125м Купить в Минске!";"1500 Вт, 8500 об/мин, диск - 125х22мм, ширина реза - 8-30мм, глубина - 5-29мм
"
22893;"Электрический заточный многофункциональный станок Калибр ЭЗС-65МФ";50;55;5821;;;;;;;;;ezs-65mf;"Электрический заточный многофункциональный станок Калибр ЭЗС-65МФ Купить в Минске!";"Электрический заточный многофункциональный станок Калибр ЭЗС-65МФ Купить в Минске!";"Электрический заточный многофункциональный станок Калибр ЭЗС-65МФ Купить в Минске!";"65 Вт, 6700 об/мин, затачиваемые сверла - 3-10мм
"
22894;"Электрический станок для заточки сверл Калибр ЭЗС-70С";40;44;5821;;;;;;;;;ezs-70c;"Электрический станок для заточки сверл Калибр ЭЗС-70С Купить в Минске!";"Электрический станок для заточки сверл Калибр ЭЗС-70С Купить в Минске!";"Электрический станок для заточки сверл Калибр ЭЗС-70С Купить в Минске!";"70 Вт, 1600 об/мин, диаметр сверла 3-10 мм
"
22895;"Электрический станок для заточки цепей Калибр ЭЗС-220";65;75;5821;;;;;;;;;ezs-220;"Электрический станок для заточки цепей Калибр ЭЗС-220 Купить в Минске!";"Электрический станок для заточки цепей Калибр ЭЗС-220 Купить в Минске!";"Электрический станок для заточки цепей Калибр ЭЗС-220 Купить в Минске!";"220 Вт, 7500 об/мин, абразивный диск - 100х10х4,5мм,  поворот раб стола - 35 град влево/вправо
"
22902;"Сварочный инвертор Калибр MICRO";100;198;5821;;yes;;;;;;;micro;"Сварочный инвертор Калибр MICRO Купить в Минске!";"Сварочный инвертор Калибр MICRO Купить в Минске!";"Сварочный инвертор Калибр MICRO Купить в Минске!";"Ток сварки 10-130А, макс мощность - 3,4 кВт, электроды 1,6-3,2мм, набор сварочных аксессуаров
"
22903;"Сварочный инвертор Калибр MICRO-205";185;204;5821;;yes;5;;;;;;micro-205;"Сварочный инвертор Калибр MICRO-205 Купить в Минске!";"Сварочный инвертор Калибр MICRO-205 Купить в Минске!";"Сварочный инвертор Калибр MICRO-205 Купить в Минске!";"Ток сварки 10-205А, макс мощность - 3,6 кВт, электроды 1,6-5,0мм, набор сварочных аксессуаров
"
